musteri_id,yas,musteri_suresi_ay,aylik_ucret,toplam_ucret,sozlesme_tipi,internet_servisi,odeme_yontemi,bakmakla_yukumlu,churn
1052,40,13,29.75,341.55,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
1053,49,55,84.84,4633.03,Aylik,Fiber,Havale,Hayir,1
1054,77,26,98.28,2586.61,Aylik,Fiber,Havale,Hayir,1
1055,22,57,81.46,4655.95,Aylik,Fiber,Kredi Karti,Hayir,0
1056,79,35,69.55,2409.84,1 Yillik,DSL,Havale,Hayir,0
1057,45,58,81.73,4707.86,1 Yillik,Fiber,Elektronik Cek,Evet,1
1058,65,11,35.17,393.16,Aylik,Yok,Kredi Karti,Hayir,1
1059,44,29,41.56,1184.77,Aylik,Fiber,Kredi Karti,Evet,0
1060,37,20,46.99,884.34,2 Yillik,Yok,Otomatik Odeme,Hayir,0
1061,65,18,79.78,1419.41,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
1062,60,23,64.19,1493.35,1 Yillik,Fiber,Havale,Hayir,0
1063,26,28,44.45,1235.69,Aylik,Fiber,Havale,Evet,0
1064,61,10,108.28,1012.12,2 Yillik,Fiber,Elektronik Cek,Hayir,1
1065,64,51,57.39,2976.34,2 Yillik,Yok,Otomatik Odeme,Hayir,0
1066,42,40,64.6,2447.06,Aylik,DSL,Havale,Hayir,1
1067,75,60,60.97,3635.88,1 Yillik,Fiber,Kredi Karti,Hayir,0
1068,57,51,38.19,1916.68,Aylik,Fiber,Havale,Evet,0
1069,38,11,93.16,1032.17,1 Yillik,Yok,Havale,Hayir,0
1070,18,6,64.85,417.18,Aylik,Fiber,Elektronik Cek,Hayir,1
1071,59,31,21.63,726.87,Aylik,Yok,Kredi Karti,Hayir,1
1072,30,35,116.4,4038.38,2 Yillik,Yok,Elektronik Cek,Evet,0
1073,64,18,101.58,1857.77,2 Yillik,DSL,Kredi Karti,Hayir,0
1074,50,57,92.36,5274.31,Aylik,Yok,Otomatik Odeme,Hayir,0
1075,46,42,106.91,4404.64,2 Yillik,Yok,Elektronik Cek,Hayir,0
1076,28,54,110.68,6071.75,Aylik,DSL,Kredi Karti,Evet,1
1077,62,8,53.75,358.06,Aylik,Fiber,Otomatik Odeme,Hayir,1
1078,28,59,81.1,4805.87,2 Yillik,DSL,Elektronik Cek,Evet,0
1079,43,15,80.88,1232.7,Aylik,Fiber,Elektronik Cek,Hayir,1
1080,69,33,46.73,1555.87,Aylik,DSL,Kredi Karti,Hayir,0
1081,75,32,42.2,1325.67,1 Yillik,Fiber,Kredi Karti,Evet,0
1082,79,60,31.39,1924.76,Aylik,Fiber,Otomatik Odeme,Hayir,1
1083,77,20,85.93,1640.58,Aylik,Fiber,Havale,Hayir,1
1084,52,18,98.09,1762.33,Aylik,DSL,Elektronik Cek,Hayir,1
1085,30,25,96.1,2374.31,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
1086,70,26,51.63,1308.52,Aylik,Fiber,Havale,Hayir,0
1087,67,14,40.53,588.86,Aylik,Fiber,Havale,Hayir,1
1088,79,13,65.36,903.55,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1089,58,17,74.68,1252.4,Aylik,DSL,Kredi Karti,Hayir,0
1090,26,34,111.91,3843.97,Aylik,Fiber,Havale,Hayir,1
1091,49,25,107.48,2689.49,1 Yillik,Yok,Otomatik Odeme,Hayir,1
1092,45,29,111.61,3192.05,1 Yillik,DSL,Kredi Karti,Hayir,1
1093,70,52,105.03,5448.66,Aylik,Fiber,Havale,Evet,1
1094,42,18,116.46,2081.31,2 Yillik,DSL,Havale,Hayir,0
1095,38,66,66.55,4357.47,1 Yillik,Fiber,Kredi Karti,Evet,0
1096,22,55,24.75,1382.67,Aylik,DSL,Kredi Karti,Hayir,0
1097,69,13,28.36,380.41,1 Yillik,Fiber,Havale,Hayir,0
1098,64,23,59.03,1278.16,1 Yillik,Fiber,Otomatik Odeme,Evet,0
1099,20,14,45.77,558.2,1 Yillik,DSL,Kredi Karti,Hayir,0
1100,44,20,36.99,761.03,1 Yillik,DSL,Elektronik Cek,Evet,0
1101,47,27,115.32,3072.88,1 Yillik,Fiber,Havale,Hayir,0
1102,47,10,39.54,410.5,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
1103,74,2,115.94,270.93,1 Yillik,Yok,Havale,Hayir,0
1104,27,32,96.08,3011.01,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
1105,36,51,84.09,4218.01,1 Yillik,Yok,Havale,Evet,0
1106,29,22,87.6,2010.92,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
1107,33,62,53.15,3312.88,2 Yillik,DSL,Otomatik Odeme,Hayir,0
1108,74,27,84.64,2264.32,Aylik,DSL,Havale,Evet,0
1109,76,65,38.67,2466.85,Aylik,Fiber,Elektronik Cek,Hayir,0
1110,20,17,113.77,1908.57,1 Yillik,DSL,Kredi Karti,Evet,0
1111,57,39,50.18,1897.49,Aylik,Yok,Havale,Hayir,0
1112,32,55,45.52,2547.77,1 Yillik,Fiber,Havale,Evet,0
1113,29,5,91.12,416.76,1 Yillik,Fiber,Otomatik Odeme,Hayir,1
1114,36,67,85.64,5792.56,2 Yillik,Fiber,Otomatik Odeme,Evet,0
1115,30,27,65.13,1738.48,Aylik,Fiber,Otomatik Odeme,Evet,0
1116,48,36,83.24,2944.47,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
1117,79,46,35.95,1632.38,Aylik,DSL,Otomatik Odeme,Hayir,1
1118,54,47,87.33,3973.3,Aylik,DSL,Otomatik Odeme,Evet,0
1119,62,2,47.06,88.08,Aylik,DSL,Elektronik Cek,Hayir,0
1120,48,63,47.28,2970.13,Aylik,DSL,Kredi Karti,Hayir,0
1121,18,45,36.22,1671.14,Aylik,Fiber,Otomatik Odeme,Hayir,1
1122,23,72,53.24,3738.96,1 Yillik,DSL,Kredi Karti,Evet,0
1123,34,34,53.13,1864.51,1 Yillik,DSL,Kredi Karti,Hayir,0
1124,33,45,65.42,2984.93,Aylik,Yok,Otomatik Odeme,Hayir,0
1125,70,32,39.04,1311.88,Aylik,Yok,Kredi Karti,Hayir,1
1126,70,65,39.3,2551.86,Aylik,Fiber,Kredi Karti,Hayir,1
1127,70,60,74.17,4500.89,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1128,57,66,32.89,2097.18,2 Yillik,Fiber,Elektronik Cek,Hayir,1
1129,52,37,88.89,3324.58,Aylik,DSL,Kredi Karti,Hayir,0
1130,58,57,114.39,6481.67,Aylik,Fiber,Havale,Hayir,1
1131,43,26,62.68,1547.11,Aylik,DSL,Kredi Karti,Hayir,1
1132,59,34,110.11,3687.53,1 Yillik,Fiber,Havale,Hayir,0
1133,67,55,29.83,1640.93,Aylik,Yok,Kredi Karti,Hayir,0
1134,65,6,24.3,104.59,Aylik,Fiber,Elektronik Cek,Hayir,0
1135,56,52,92.14,4810.08,Aylik,Yok,Havale,Hayir,0
1136,21,2,96.1,101.79,Aylik,Fiber,Otomatik Odeme,Evet,1
1137,62,42,104.31,4274.67,Aylik,Fiber,Kredi Karti,Evet,1
1138,40,35,25.68,967.42,Aylik,Fiber,Otomatik Odeme,Evet,0
1139,64,34,97.69,3366.65,1 Yillik,Fiber,Otomatik Odeme,Evet,0
1140,51,36,57.65,2022.94,Aylik,Fiber,Havale,Hayir,1
1141,72,36,50.33,1811.73,Aylik,DSL,Elektronik Cek,Evet,0
1142,38,30,37.3,1169.98,1 Yillik,Fiber,Havale,Evet,0
1143,75,33,119.6,3967.76,Aylik,DSL,Elektronik Cek,Hayir,1
1144,70,41,26.37,1088.58,1 Yillik,Fiber,Otomatik Odeme,Evet,0
1145,38,55,102.7,5703.26,2 Yillik,DSL,Elektronik Cek,Evet,0
1146,47,40,83.95,3321.46,Aylik,Fiber,Elektronik Cek,Evet,1
1147,50,47,93.51,4396.53,2 Yillik,DSL,Otomatik Odeme,Evet,1
1148,65,61,91.17,5560.48,1 Yillik,DSL,Havale,Hayir,1
1149,60,72,105.84,7606.84,1 Yillik,Fiber,Kredi Karti,Hayir,0
1150,70,8,38.38,287.55,Aylik,DSL,Elektronik Cek,Hayir,1
1151,40,52,20.08,1047.8,Aylik,Yok,Elektronik Cek,Hayir,0
1152,49,17,79.85,1359.17,Aylik,Fiber,Kredi Karti,Hayir,0
1153,44,15,55.39,778.43,2 Yillik,Fiber,Elektronik Cek,Hayir,1
1154,74,58,32.38,1918.13,1 Yillik,DSL,Kredi Karti,Hayir,0
1155,36,5,38.61,144.23,Aylik,Yok,Havale,Hayir,0
1156,54,62,53.17,3285.63,Aylik,Fiber,Otomatik Odeme,Hayir,1
1157,25,56,27.02,1498.36,Aylik,Fiber,Elektronik Cek,Hayir,0
1158,70,72,25.69,1867.59,Aylik,DSL,Elektronik Cek,Hayir,1
1159,41,49,111.6,5362.44,1 Yillik,Fiber,Elektronik Cek,Evet,0
1160,39,63,51.21,3270.78,Aylik,Yok,Kredi Karti,Hayir,1
1161,54,9,118.22,1030.13,1 Yillik,Fiber,Otomatik Odeme,Evet,0
1162,48,65,116.44,7629.6,1 Yillik,DSL,Havale,Hayir,0
1163,70,12,34.26,387.21,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1164,50,23,91.49,2101.83,2 Yillik,DSL,Otomatik Odeme,Hayir,0
1165,50,10,80.08,896.49,Aylik,Fiber,Kredi Karti,Evet,1
1166,24,29,89.06,2568.87,1 Yillik,Yok,Elektronik Cek,Hayir,0
1167,19,54,29.62,1661.42,1 Yillik,Yok,Kredi Karti,Hayir,0
1168,42,20,38.86,779.15,Aylik,Fiber,Elektronik Cek,Hayir,1
1169,79,60,27.66,1680.37,Aylik,DSL,Havale,Hayir,1
1170,74,44,80.41,3541.54,Aylik,Yok,Kredi Karti,Hayir,0
1171,56,46,118.66,5500.75,Aylik,DSL,Elektronik Cek,Hayir,0
1172,57,68,87.2,5895.32,Aylik,DSL,Otomatik Odeme,Hayir,1
1173,42,32,91.08,2865.36,Aylik,Fiber,Kredi Karti,Hayir,0
1174,29,25,118.46,2929.57,1 Yillik,DSL,Otomatik Odeme,Evet,0
1175,18,72,87.8,6326.59,Aylik,Yok,Otomatik Odeme,Evet,0
1176,39,41,24.02,973.78,Aylik,Yok,Elektronik Cek,Evet,0
1177,37,45,106.7,4837.01,Aylik,Fiber,Otomatik Odeme,Hayir,1
1178,29,22,56.47,1307.58,Aylik,Fiber,Havale,Hayir,0
1179,34,16,20.44,278.25,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1180,19,13,70.72,882.66,Aylik,DSL,Elektronik Cek,Hayir,0
1181,55,17,113.7,1861.09,Aylik,Fiber,Elektronik Cek,Hayir,1
1182,75,15,45.73,787.47,Aylik,Fiber,Otomatik Odeme,Evet,0
1183,60,54,69.15,3749.33,Aylik,Yok,Otomatik Odeme,Evet,0
1184,45,5,37.38,210.89,1 Yillik,DSL,Otomatik Odeme,Hayir,1
1185,44,46,25.77,1118.41,1 Yillik,DSL,Elektronik Cek,Hayir,0
1186,37,69,28.05,1935.39,Aylik,Fiber,Otomatik Odeme,Hayir,0
1187,26,56,92.7,5216.66,1 Yillik,Fiber,Elektronik Cek,Evet,0
1188,55,30,106.41,3179.66,Aylik,Fiber,Elektronik Cek,Hayir,1
1189,53,5,34.33,225.44,2 Yillik,Yok,Kredi Karti,Hayir,1
1190,18,61,48.83,3094.22,1 Yillik,DSL,Havale,Hayir,0
1191,43,1,39.5,0.0,Aylik,Fiber,Otomatik Odeme,Evet,1
1192,35,50,22.69,1083.4,1 Yillik,DSL,Havale,Hayir,0
1193,28,49,75.34,3647.77,2 Yillik,DSL,Elektronik Cek,Hayir,1
1194,61,14,89.99,1340.17,Aylik,Fiber,Otomatik Odeme,Hayir,1
1195,50,54,84.79,4630.78,2 Yillik,Fiber,Havale,Hayir,0
1196,57,13,58.81,757.75,2 Yillik,Fiber,Havale,Hayir,0
1197,62,17,75.5,1285.33,Aylik,Fiber,Kredi Karti,Hayir,0
1198,78,59,29.41,1694.36,1 Yillik,Fiber,Kredi Karti,Hayir,0
1199,67,71,35.43,2560.03,1 Yillik,Yok,Elektronik Cek,Hayir,0
1200,56,20,113.18,2244.6,Aylik,DSL,Elektronik Cek,Evet,0
1201,72,67,96.15,6429.05,Aylik,DSL,Havale,Evet,0
1202,47,66,112.27,7440.26,2 Yillik,Fiber,Havale,Hayir,0
1203,79,56,111.67,6244.12,1 Yillik,Fiber,Kredi Karti,Evet,0
1204,65,11,84.94,922.59,Aylik,Yok,Otomatik Odeme,Evet,1
1205,58,22,112.82,2482.57,Aylik,DSL,Elektronik Cek,Hayir,0
1206,74,49,61.67,3061.6,Aylik,Fiber,Kredi Karti,Hayir,0
1207,49,72,20.36,1548.24,2 Yillik,Yok,Elektronik Cek,Evet,1
1208,62,59,26.26,1578.61,1 Yillik,Fiber,Havale,Hayir,0
1209,35,31,30.95,999.62,Aylik,Fiber,Otomatik Odeme,Hayir,0
1210,77,17,29.54,492.19,2 Yillik,Yok,Havale,Hayir,0
1211,56,70,55.17,3826.51,2 Yillik,DSL,Otomatik Odeme,Hayir,0
1212,66,20,90.13,1835.3,Aylik,Fiber,Elektronik Cek,Hayir,1
1213,46,25,99.06,2485.06,Aylik,Yok,Kredi Karti,Evet,0
1214,71,70,79.02,5460.27,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1215,22,41,34.64,1403.84,Aylik,Fiber,Elektronik Cek,Evet,1
1216,25,20,94.79,1891.66,Aylik,Fiber,Havale,Hayir,1
1217,49,1,55.48,29.96,1 Yillik,Yok,Kredi Karti,Evet,1
1218,63,31,21.3,734.39,2 Yillik,Yok,Havale,Evet,0
1219,68,71,48.06,3436.25,Aylik,Yok,Elektronik Cek,Evet,0
1220,45,32,53.06,1766.58,2 Yillik,DSL,Kredi Karti,Hayir,0
1221,58,51,47.42,2431.59,2 Yillik,Fiber,Havale,Evet,0
1222,52,19,101.19,1926.68,Aylik,Yok,Elektronik Cek,Evet,1
1223,77,56,95.99,5328.61,Aylik,Fiber,Elektronik Cek,Evet,1
1224,58,56,89.56,5015.96,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
1225,43,44,33.9,1492.25,1 Yillik,DSL,Kredi Karti,Hayir,0
1226,78,56,100.78,5575.32,Aylik,Yok,Otomatik Odeme,Hayir,0
1227,24,42,87.72,3657.26,1 Yillik,DSL,Havale,Hayir,0
1228,79,28,39.48,1089.28,1 Yillik,DSL,Kredi Karti,Hayir,0
1229,27,54,84.81,4600.41,1 Yillik,Yok,Otomatik Odeme,Hayir,1
1230,35,61,68.35,4192.42,1 Yillik,Yok,Elektronik Cek,Evet,0
1231,68,61,63.94,3871.27,Aylik,Yok,Elektronik Cek,Hayir,0
1232,63,16,31.21,522.8,Aylik,Fiber,Havale,Hayir,1
1233,78,49,71.83,3510.57,Aylik,DSL,Otomatik Odeme,Evet,0
1234,64,1,29.99,0.0,2 Yillik,Fiber,Kredi Karti,Hayir,0
1235,57,42,36.43,1505.82,2 Yillik,DSL,Kredi Karti,Evet,0
1236,39,42,33.25,1450.45,1 Yillik,Yok,Kredi Karti,Hayir,1
1237,18,27,115.41,3031.98,Aylik,Fiber,Elektronik Cek,Hayir,1
1238,25,72,48.49,3496.91,1 Yillik,Fiber,Kredi Karti,Hayir,1
1239,36,64,55.52,3632.54,Aylik,DSL,Otomatik Odeme,Hayir,0
1240,20,3,52.21,118.6,Aylik,Fiber,Kredi Karti,Hayir,1
1241,49,16,109.83,1757.39,Aylik,Yok,Elektronik Cek,Hayir,0
1242,66,15,76.3,1079.3,2 Yillik,Fiber,Otomatik Odeme,Evet,0
1243,77,65,111.92,7356.16,Aylik,DSL,Otomatik Odeme,Hayir,1
1244,48,38,49.99,1895.45,1 Yillik,DSL,Havale,Hayir,0
1245,72,53,31.48,1670.77,2 Yillik,Fiber,Kredi Karti,Hayir,0
1246,79,59,75.62,4529.3,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1247,71,56,54.55,3087.87,Aylik,Yok,Havale,Evet,0
1248,46,7,100.19,657.55,2 Yillik,Fiber,Otomatik Odeme,Evet,1
1249,38,11,107.94,1154.98,1 Yillik,DSL,Kredi Karti,Evet,0
1250,78,29,67.26,1975.29,Aylik,Fiber,Elektronik Cek,Evet,1
1251,32,25,117.14,2897.29,1 Yillik,Fiber,Kredi Karti,Hayir,0
1252,43,54,75.3,3960.34,2 Yillik,DSL,Havale,Hayir,0
1253,22,12,47.09,562.42,Aylik,Fiber,Kredi Karti,Hayir,1
1254,67,27,68.9,1786.29,Aylik,DSL,Otomatik Odeme,Hayir,1
1255,58,18,23.73,507.95,Aylik,Fiber,Elektronik Cek,Hayir,0
1256,23,14,100.4,1414.44,Aylik,Yok,Kredi Karti,Hayir,1
1257,31,13,30.14,346.56,1 Yillik,Yok,Havale,Hayir,0
1258,52,15,50.87,728.12,Aylik,DSL,Havale,Hayir,1
1259,51,41,76.53,3043.26,Aylik,Fiber,Elektronik Cek,Hayir,1
1260,67,30,24.3,674.03,Aylik,DSL,Havale,Hayir,0
1261,34,32,27.93,944.58,Aylik,Fiber,Havale,Hayir,1
1262,75,35,89.61,3247.94,Aylik,DSL,Otomatik Odeme,Evet,1
1263,45,54,27.18,1504.04,1 Yillik,Fiber,Elektronik Cek,Hayir,0
1264,69,63,67.71,4261.13,Aylik,DSL,Otomatik Odeme,Hayir,0
1265,32,38,53.87,2025.46,Aylik,Yok,Otomatik Odeme,Hayir,0
1266,20,47,42.81,1964.25,2 Yillik,Yok,Otomatik Odeme,Hayir,0
1267,21,54,38.88,2202.51,2 Yillik,DSL,Otomatik Odeme,Hayir,0
1268,41,50,96.34,4807.56,Aylik,Fiber,Elektronik Cek,Hayir,0
1269,77,10,115.15,1257.28,Aylik,DSL,Elektronik Cek,Hayir,1
1270,21,71,34.02,2485.1,Aylik,Fiber,Elektronik Cek,Hayir,1
1271,40,12,115.97,1304.6,Aylik,DSL,Kredi Karti,Hayir,1
1272,24,30,79.48,2351.1,Aylik,DSL,Otomatik Odeme,Evet,0
1273,75,47,84.17,3922.54,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1274,59,30,90.99,2725.71,1 Yillik,Fiber,Otomatik Odeme,Hayir,1
1275,65,18,90.41,1624.36,Aylik,Fiber,Elektronik Cek,Evet,0
1276,62,67,101.98,6982.47,2 Yillik,Fiber,Havale,Hayir,1
1277,58,6,68.35,356.24,Aylik,DSL,Havale,Evet,1
1278,65,18,73.34,1331.57,Aylik,DSL,Otomatik Odeme,Evet,0
1279,18,72,52.38,3802.19,Aylik,Fiber,Elektronik Cek,Hayir,1
1280,71,53,30.53,1618.01,Aylik,Fiber,Otomatik Odeme,Evet,1
1281,63,7,86.46,610.73,2 Yillik,DSL,Elektronik Cek,Hayir,0
1282,63,55,23.36,1232.56,Aylik,Fiber,Elektronik Cek,Hayir,1
1283,42,70,47.56,3334.52,1 Yillik,Fiber,Kredi Karti,Hayir,0
1284,67,8,29.42,260.93,Aylik,Fiber,Kredi Karti,Evet,0
1285,41,30,39.07,1188.48,2 Yillik,Yok,Elektronik Cek,Hayir,0
1286,21,34,83.87,2880.09,1 Yillik,Fiber,Kredi Karti,Evet,0
1287,74,10,82.85,899.13,Aylik,Fiber,Kredi Karti,Hayir,1
1288,32,15,62.11,978.5,Aylik,Fiber,Otomatik Odeme,Hayir,1
1289,24,13,29.02,380.82,2 Yillik,DSL,Elektronik Cek,Hayir,0
1290,56,14,63.34,828.17,Aylik,DSL,Kredi Karti,Hayir,0
1291,32,30,55.27,1628.1,Aylik,DSL,Havale,Hayir,0
1292,71,34,92.05,3118.72,2 Yillik,Yok,Havale,Evet,0
1293,45,18,77.9,1414.82,Aylik,DSL,Kredi Karti,Hayir,0
1294,18,21,69.16,1428.44,Aylik,Fiber,Elektronik Cek,Hayir,1
1295,77,14,68.7,915.01,Aylik,Fiber,Havale,Hayir,0
1296,49,58,116.63,6705.13,Aylik,Fiber,Otomatik Odeme,Evet,0
1297,34,16,95.63,1447.52,Aylik,Yok,Kredi Karti,Evet,0
1298,59,66,69.7,4588.45,Aylik,Fiber,Otomatik Odeme,Hayir,1
1299,50,39,67.92,2575.4,Aylik,DSL,Kredi Karti,Evet,0
1300,19,58,22.65,1263.67,Aylik,Fiber,Otomatik Odeme,Hayir,1
1301,65,46,114.25,5235.8,Aylik,Fiber,Otomatik Odeme,Hayir,0
1302,42,20,51.92,971.6,2 Yillik,DSL,Havale,Hayir,0
1303,61,44,45.59,2024.95,1 Yillik,Fiber,Havale,Hayir,1
1304,73,20,119.94,2435.81,Aylik,Fiber,Kredi Karti,Evet,0
1305,55,9,91.87,799.36,Aylik,DSL,Havale,Hayir,1
1306,59,19,24.74,448.21,1 Yillik,Yok,Elektronik Cek,Hayir,0
1307,33,20,26.19,550.67,Aylik,Fiber,Elektronik Cek,Evet,0
1308,32,10,22.55,189.8,Aylik,Fiber,Kredi Karti,Hayir,1
1309,43,2,79.96,120.78,1 Yillik,DSL,Kredi Karti,Hayir,0
1310,70,68,27.16,1906.7,Aylik,DSL,Elektronik Cek,Evet,0
1311,50,37,113.34,4237.79,1 Yillik,Fiber,Elektronik Cek,Hayir,0
1312,39,29,113.69,3327.09,2 Yillik,Fiber,Otomatik Odeme,Evet,1
1313,66,67,74.61,5045.15,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
1314,70,17,81.66,1289.36,Aylik,Fiber,Elektronik Cek,Hayir,1
1315,73,30,49.19,1543.39,Aylik,DSL,Elektronik Cek,Hayir,0
1316,36,61,26.4,1630.0,Aylik,Fiber,Elektronik Cek,Hayir,0
1317,61,46,93.75,4363.04,1 Yillik,Yok,Havale,Evet,0
1318,54,29,30.18,894.58,2 Yillik,Fiber,Elektronik Cek,Hayir,1
1319,45,19,28.56,545.09,2 Yillik,Fiber,Kredi Karti,Evet,0
1320,42,3,51.12,139.59,Aylik,Yok,Otomatik Odeme,Hayir,1
1321,25,7,21.25,167.11,2 Yillik,DSL,Otomatik Odeme,Evet,1
1322,35,12,63.4,745.21,Aylik,Fiber,Havale,Evet,1
1323,52,57,90.77,5217.28,2 Yillik,Yok,Havale,Evet,0
1324,72,47,100.13,4626.79,Aylik,Fiber,Havale,Evet,1
1325,71,32,80.43,2546.68,Aylik,DSL,Otomatik Odeme,Evet,0
1326,29,57,104.69,6069.57,Aylik,Yok,Kredi Karti,Evet,0
1327,60,12,60.65,696.5,2 Yillik,DSL,Havale,Hayir,1
1328,23,16,104.88,1666.15,Aylik,DSL,Elektronik Cek,Hayir,0
1329,59,29,70.65,2004.72,Aylik,DSL,Elektronik Cek,Evet,0
1330,39,67,42.3,2850.89,Aylik,Fiber,Havale,Hayir,0
1331,45,45,114.41,5111.64,Aylik,Fiber,Kredi Karti,Hayir,1
1332,62,62,47.5,2935.72,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1333,44,18,22.62,449.6,Aylik,Yok,Elektronik Cek,Hayir,0
1334,68,62,44.27,2709.8,Aylik,Fiber,Otomatik Odeme,Hayir,0
1335,51,6,56.67,379.45,1 Yillik,Fiber,Kredi Karti,Hayir,1
1336,79,17,55.13,978.32,Aylik,Yok,Kredi Karti,Evet,0
1337,57,38,72.47,2806.61,Aylik,Yok,Havale,Hayir,1
1338,36,4,108.31,440.27,Aylik,DSL,Elektronik Cek,Hayir,1
1339,66,62,49.23,3214.32,Aylik,DSL,Kredi Karti,Hayir,1
1340,43,63,72.08,4593.77,Aylik,Fiber,Kredi Karti,Hayir,1
1341,51,39,54.01,2122.63,Aylik,Yok,Havale,Hayir,1
1342,26,23,102.18,2306.34,Aylik,Fiber,Havale,Hayir,1
1343,25,8,35.76,281.23,1 Yillik,DSL,Elektronik Cek,Evet,0
1344,53,45,30.35,1437.07,2 Yillik,Fiber,Kredi Karti,Evet,0
1345,29,39,70.3,2827.18,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
1346,79,55,87.19,4869.37,Aylik,Fiber,Kredi Karti,Evet,1
1347,71,44,99.55,4419.46,Aylik,Yok,Havale,Hayir,1
1348,61,10,78.96,726.82,2 Yillik,Fiber,Otomatik Odeme,Evet,0
1349,63,9,97.38,900.78,1 Yillik,Fiber,Elektronik Cek,Hayir,1
1350,54,57,59.27,3316.32,Aylik,Fiber,Otomatik Odeme,Hayir,0
1351,21,12,23.29,205.11,Aylik,Fiber,Kredi Karti,Hayir,0
1352,42,68,31.61,2161.44,Aylik,Fiber,Elektronik Cek,Hayir,0
1353,48,8,23.87,217.12,Aylik,Fiber,Kredi Karti,Hayir,1
1354,74,53,52.89,2848.34,Aylik,Fiber,Elektronik Cek,Hayir,0
1355,31,71,69.55,4962.91,Aylik,Fiber,Havale,Hayir,1
1356,48,32,55.63,1806.74,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
1357,39,5,76.06,331.07,1 Yillik,DSL,Kredi Karti,Evet,0
1358,26,64,68.06,4350.59,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
1359,24,14,87.79,1153.7,Aylik,Fiber,Havale,Hayir,0
1360,40,38,86.7,3194.43,1 Yillik,DSL,Elektronik Cek,Hayir,0
1361,23,71,51.81,3715.54,1 Yillik,Fiber,Elektronik Cek,Hayir,0
1362,22,54,54.62,2911.82,Aylik,DSL,Kredi Karti,Hayir,1
1363,39,4,78.51,357.66,1 Yillik,Yok,Havale,Hayir,1
1364,30,60,79.64,4833.82,1 Yillik,Yok,Elektronik Cek,Hayir,0
1365,52,12,51.47,586.67,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
1366,19,54,53.03,2893.14,Aylik,Fiber,Otomatik Odeme,Hayir,0
1367,36,45,89.4,3989.94,2 Yillik,Fiber,Elektronik Cek,Evet,0
1368,46,21,84.74,1687.25,Aylik,Fiber,Havale,Hayir,0
1369,77,31,33.51,1044.98,Aylik,Yok,Havale,Evet,0
1370,57,9,64.1,553.36,Aylik,DSL,Havale,Evet,1
1371,72,72,109.27,7845.44,Aylik,DSL,Havale,Evet,0
1372,39,18,23.63,524.11,Aylik,Fiber,Havale,Hayir,1
1373,45,23,105.52,2350.67,Aylik,DSL,Otomatik Odeme,Evet,0
1374,44,37,36.32,1362.98,1 Yillik,Fiber,Havale,Evet,0
1375,73,49,70.72,3415.54,Aylik,Fiber,Kredi Karti,Evet,0
1376,77,37,62.43,2355.32,2 Yillik,DSL,Elektronik Cek,Hayir,0
1377,77,37,21.01,792.29,Aylik,Fiber,Elektronik Cek,Hayir,0
1378,64,42,111.54,4703.65,1 Yillik,Fiber,Havale,Hayir,0
1379,49,62,65.49,4013.14,2 Yillik,Yok,Elektronik Cek,Hayir,0
1380,51,29,115.43,3309.19,2 Yillik,Fiber,Otomatik Odeme,Evet,0
1381,78,60,48.67,2966.56,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1382,35,57,106.63,6166.45,1 Yillik,Fiber,Otomatik Odeme,Evet,0
1383,39,70,112.24,7880.82,Aylik,Fiber,Elektronik Cek,Hayir,1
1384,73,66,75.68,4950.01,Aylik,Fiber,Kredi Karti,Hayir,1
1385,41,58,40.27,2352.61,Aylik,Fiber,Elektronik Cek,Hayir,0
1386,32,18,88.52,1714.73,Aylik,DSL,Otomatik Odeme,Evet,0
1387,52,56,74.9,4199.52,Aylik,Fiber,Otomatik Odeme,Evet,1
1388,38,54,114.45,6253.39,Aylik,Fiber,Otomatik Odeme,Hayir,1
1389,73,21,63.93,1305.51,2 Yillik,DSL,Otomatik Odeme,Hayir,0
1390,74,49,46.85,2293.55,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1391,36,19,33.83,673.75,2 Yillik,Yok,Kredi Karti,Hayir,0
1392,50,38,89.86,3434.55,1 Yillik,Fiber,Havale,Hayir,1
1393,79,58,117.41,6771.46,Aylik,DSL,Havale,Evet,0
